transacao_id,idade_usuario,categoria_produto,meio_pagamento,tipo_dispositivo,valor_transacao,tempo_sessao_segundos,tentativas_senha_bloqueadas,distancia_km_cadastro,compras_ultimos_30d,ruido_latencia_ms,pin_autenticacao_app,dispositivo_fingerprint_hash,transacao_fraudulenta
TRX-52062,25.5,Eletronicos,Pix,Desktop,34.84,542.1,2,63.8,8,13.67,911,DEV-ABA74,0
TRX-52063,30.5,Games,Pix,Desktop,144.19,1461.8,0,39.2,3,103.49,582,DEV-E6F38,0
TRX-52064,42.6,Eletronicos,Voucher,Mobile,145.07,333.5,0,186.3,7,215.75,766,DEV-EBA0D,0
TRX-52065,30.6,Eletronicos,Cartao_Credito,SmartTV,333.36,852.2,1,32.7,1,86.21,457,DEV-79084,0
TRX-52066,36.4,Vestuario,Cartao_Credito,Mobile,195.15,672.0,3,26.3,5,-48.13,168,DEV-838DB,0
TRX-52067,50.5,Eletronicos,Cartao_Credito,Mobile,1701.45,643.5,0,141.2,2,-218.78,382,DEV-B6DCD,1
TRX-52068,31.5,Beleza,Pix,Mobile,224.9,1703.1,1,149.0,4,30.97,790,DEV-4DE2E,0
TRX-52069,28.3,Eletronicos,Cartao_Credito,Tablet,548.27,97.6,1,60.6,6,-88.45,462,DEV-4DA4D,1
TRX-52070,44.2, ELETRONICOS ,Cartao_Credito,Mobile,291.74,136.5,0,41.2,5,-134.45,632,DEV-BD04F,0
TRX-52071,44.1,Eletronicos,Pix,Desktop,272.24,942.5,1,136.7,5,7.62,696,DEV-DD73F,0
TRX-52072,,Eletronicos,Cartao_Credito,Desktop,735.17,1471.1,1,1054.7,8,53.33,387,DEV-19926,1
TRX-52073,27.8, ELETRONICOS ,Pix,Desktop,1057.97,307.3,1,18.0,6,22.07,326,DEV-E69B0,0
TRX-52074,39.3,eletronicos,Cartao_Credito,Mobile,670.37,459.7,0,350.2,4,90.41,780,DEV-CD74E,1
TRX-52075,44.6,Beleza,Cartao_Credito,Desktop,565.47,788.2,0,2.1,4,-49.6,253,DEV-4EB30,0
TRX-52076,30.4, ELETRONICOS ,Boleto,Mobile,367.96,1121.9,0,184.0,1,-9.41,938,DEV-6B74A,0
TRX-52077,39.1,Eletronicos,Cartao_Credito,Desktop,297.72,1530.0,1,17.5,2,93.68,984,DEV-BF8E4,0
TRX-52078,46.5,Vestuario,Cartao_Credito,Mobile,1267.65,716.0,1,171.0,0,-49.05,865,DEV-9920E,1
TRX-52079,39.3,Beleza,Boleto,Mobile,1191.42,832.8,2,144.3,4,166.05,574,DEV-C1B67,0
TRX-52080,33.8,Games,Pix,Desktop,813.15,896.4,2,72.3,3,4.52,902,DEV-B35A3,1
TRX-52081,25.3,eletronicos,Cartao_Credito,Mobile,544.51,483.8,2,192.5,8,-46.66,645,DEV-8C2A0,0
TRX-52082,33.8,Games,Cartao_Credito,SmartTV,1692.35,938.7,0,231.1,4,-95.3,350,DEV-6EAD6,0
TRX-52083,39.2, ELETRONICOS ,Cartao_Credito,Mobile,190.03,1080.0,0,237.4,4,17.03,377,DEV-EE5C3,0
TRX-52084,23.5,Eletronicos,Cartao_Credito,Desktop,,130.7,1,47.7,3,-62.85,730,DEV-68F87,0
TRX-52085,29.3,Vestuario,Boleto,Tablet,734.47,277.8,1,147.7,1,-21.69,297,DEV-E688B,1
TRX-52086,66.7,Beleza,Cartao_Credito,Mobile,494.31,43.5,0,71.9,4,209.25,840,DEV-3A972,1
TRX-52087,19.4,Eletronicos,Boleto,Mobile,76.9,811.7,0,75.0,6,-26.65,117,DEV-3508D,0
TRX-52088,,Games,Cartao_Credito,Mobile,,394.6,1,413.1,3,160.06,186,DEV-A974F,1
TRX-52089,40.7,Games,Voucher,Desktop,294.56,1780.8,0,284.5,4,21.55,332,DEV-68CB0,0
TRX-52090,44.9, ELETRONICOS ,Cartao_Credito,Mobile,637.69,1147.2,1,227.3,5,118.46,508,DEV-C4A6B,0
TRX-52091,,Eletronicos,Pix,Mobile,352.66,1238.9,2,86.0,4,92.95,660,DEV-3DA49,0
TRX-52092,32.5,Games,Cartao_Credito,Mobile,451.52,376.4,0,136.0,1,127.12,666,DEV-1BF6B,0
TRX-52093,44.7,Vestuario,Cartao_Credito,Desktop,672.2,169.9,0,246.4,3,94.53,944,DEV-54DF6,1
TRX-52094,35.7,Games,Cartao_Credito,Desktop,627.43,1180.1,0,374.6,4,-73.18,303,DEV-AAE40,0
TRX-52095,36.9,eletronicos,Pix,Mobile,205.97,1700.7,1,205.3,2,-1.59,716,DEV-4BAA8,0
TRX-52096,26.8,Beleza,Cartao_Credito,Mobile,35.67,1551.2,0,79.1,4,-61.99,132,DEV-9C309,0
TRX-52097,46.0,Eletronicos,Cartao_Credito,Mobile,947.13,1102.8,2,89.8,4,118.15,863,DEV-488AA,0
TRX-52098,42.3, ELETRONICOS ,Pix,Tablet,846.76,1450.9,1,129.9,6,16.23,277,DEV-3C190,0
TRX-52099,36.1,Beleza,Cartao_Credito,Desktop,617.83,490.5,1,56.9,5,292.73,985,DEV-32A88,0
TRX-52100,46.1,Eletronicos,Boleto,Mobile,1727.65,775.3,2,101.0,5,-38.95,793,DEV-54545,1
TRX-52101,31.5,Eletronicos,Cartao_Credito,Mobile,1018.02,858.8,0,110.1,2,-191.33,641,DEV-B0B23,0
TRX-52102,29.8,Games,Cartao_Credito,Desktop,347.05,1689.9,0,220.9,2,-69.34,265,DEV-BF8BD,0
TRX-52103,20.6,Eletronicos,Pix,Mobile,933.57,1049.2,0,122.0,2,-280.9,646,DEV-E6F56,1
TRX-52104,26.8,Eletronicos,Pix,Mobile,36.8,123.5,0,147.5,4,-56.25,201,DEV-CE7B3,0
TRX-52105,29.0,Beleza,Boleto,Mobile,212.75,1239.8,0,206.7,5,-255.03,895,DEV-B1D59,0
TRX-52106,23.4,Beleza,Pix,Mobile,2133.78,9.6,1,19.2,2,12.9,266,DEV-A605A,1
TRX-52107,30.8,Games,Cartao_Credito,Desktop,427.17,45.6,2,1.2,4,-27.27,753,DEV-E7B23,1
TRX-52108,34.1,Vestuario,Boleto,Mobile,,188.5,0,1.5,3,-127.24,919,DEV-7873A,0
TRX-52109,44.7,Eletronicos,Cartao_Credito,Mobile,1747.14,1459.7,1,300.2,4,-89.68,901,DEV-78F87,0
TRX-52110,53.6,Eletronicos,Voucher,Desktop,506.73,572.3,0,299.0,4,-70.28,446,DEV-26C0A,1
TRX-52111,35.4,eletronicos,Cartao_Credito,Mobile,215.87,1396.4,1,191.7,1,-65.17,530,DEV-E9C8B,0
TRX-52112,40.4,eletronicos,Cartao_Credito,Mobile,629.26,542.2,1,267.8,5,9.29,571,DEV-3C4D9,1
TRX-52113,41.5,Eletronicos,Boleto,Desktop,57.03,119.0,0,48.0,10,53.45,157,DEV-CCBD1,0
TRX-52114,33.7,Eletronicos,Boleto,Mobile,413.45,1448.6,1,174.3,6,39.33,367,DEV-991B9,0
TRX-52115,36.6,Beleza,Voucher,Mobile,840.3,1170.8,0,23.1,4,37.05,786,DEV-C879C,0
TRX-52116,34.8, ELETRONICOS ,Cartao_Credito,Mobile,94.15,894.2,1,66.3,3,-102.23,681,DEV-C6FEC,0
TRX-52117,42.2, ELETRONICOS ,Boleto,Desktop,678.99,792.1,0,56.4,6,160.12,553,DEV-8523B,0
TRX-52118,47.2,Beleza,Cartao_Credito,Mobile,32.83,1013.1,1,169.9,6,-17.12,550,DEV-6DBC2,0
TRX-52119,13.7, ELETRONICOS ,Cartao_Credito,Desktop,232.02,52.2,0,220.0,1,5.51,293,DEV-DC0E6,0
TRX-52120,62.5,Eletronicos,Pix,Mobile,63.87,1532.3,2,114.3,5,153.17,584,DEV-8141C,0
TRX-52121,39.6,Vestuario,Boleto,Desktop,862.48,274.0,0,525.4,2,-256.71,378,DEV-850E3,0
TRX-52122,17.1,Beleza,Boleto,Mobile,,1516.2,0,132.9,5,-157.36,981,DEV-6678F,0
TRX-52123,35.8,Eletronicos,Cartao_Credito,Mobile,903.99,749.3,1,87.9,7,-109.41,586,DEV-6EA4B,0
TRX-52124,,Beleza,Cartao_Credito,Desktop,256.04,1229.4,0,73.0,3,33.93,800,DEV-572AD,0
TRX-52125,29.5,Vestuario,Cartao_Credito,Desktop,435.18,1229.8,0,341.3,1,101.72,581,DEV-627BA,1
TRX-52126,40.4,Eletronicos,Pix,Mobile,360.09,131.3,1,139.4,1,94.33,678,DEV-D3402,1
TRX-52127,,Eletronicos,Cartao_Credito,Desktop,117.64,168.9,0,237.4,2,-11.13,669,DEV-7CA8B,0
TRX-52128,25.3,Eletronicos,Pix,Mobile,576.95,1415.7,1,202.4,5,-57.56,904,DEV-4A0D1,0
TRX-52129,50.4,Vestuario,Cartao_Credito,Tablet,333.39,344.1,1,199.1,4,-222.18,208,DEV-C982A,0
TRX-52130,23.6,eletronicos,Boleto,Desktop,411.3,555.4,2,170.9,5,71.2,768,DEV-31E58,0
TRX-52131,39.5,Vestuario,Boleto,Desktop,199.05,1005.0,1,24.8,4,-160.02,227,DEV-835CC,0
TRX-52132,,Vestuario,Boleto,Mobile,383.74,887.6,1,33.2,4,-26.14,702,DEV-5806F,0
TRX-52133,31.1,Beleza,Cartao_Credito,Desktop,270.36,1252.7,1,175.1,2,-36.16,264,DEV-F2172,0
TRX-52134,28.1,Beleza,Pix,Desktop,34.25,733.4,0,187.8,4,138.33,405,DEV-6BE8B,0
TRX-52135,40.4, ELETRONICOS ,Cartao_Credito,Mobile,1176.15,57.1,2,50.0,2,319.48,804,DEV-5BFE0,0
TRX-52136,47.3,Games,Cartao_Credito,Mobile,355.78,890.9,0,134.9,5,-195.68,668,DEV-9A08B,0
TRX-52137,57.3,Vestuario,Cartao_Credito,Mobile,545.19,1690.2,1,277.7,3,66.92,375,DEV-C9E0C,0
TRX-52138,43.8,Eletronicos,Cartao_Credito,Desktop,27.05,668.9,0,37.5,5,41.85,625,DEV-7BACB,0
TRX-52139,42.9,Vestuario,Pix,Mobile,903.11,1153.6,1,7.9,1,23.58,892,DEV-267A9,0
TRX-52140,47.8,Beleza,Cartao_Credito,Desktop,751.15,1770.9,1,147.1,3,5.03,498,DEV-92DF2,0
TRX-52141,11.2,Eletronicos,Pix,Mobile,547.23,1328.8,0,403.3,3,-69.42,936,DEV-EAA2D,0
TRX-52142,34.2,eletronicos,Voucher,Mobile,120.59,34.8,0,105.1,2,-97.69,101,DEV-693F6,0
TRX-52143,,Eletronicos,Cartao_Credito,SmartTV,1390.62,1009.4,0,68.9,8,2.13,396,DEV-D30B9,0
TRX-52144,39.3,Beleza,Boleto,Desktop,1143.43,827.0,0,202.1,2,12.67,236,DEV-22DF2,0
TRX-52145,26.5,Games,Boleto,Mobile,732.15,1691.0,1,25.4,4,-82.65,755,DEV-9B172,0
TRX-52146,43.6,Vestuario,Cartao_Credito,Desktop,701.23,1526.6,0,29.7,1,-5.03,969,DEV-63D58,0
TRX-52147,18.4,Vestuario,Cartao_Credito,Mobile,927.05,1337.1,0,171.2,3,127.96,562,DEV-6895A,0
TRX-52148,37.5,Eletronicos,Pix,Desktop,1286.45,721.0,0,137.6,1,89.85,625,DEV-75CA2,1
TRX-52149,25.5, ELETRONICOS ,Cartao_Credito,Desktop,777.44,808.4,0,271.1,3,-36.01,388,DEV-99062,1
TRX-52150,, ELETRONICOS ,Pix,Mobile,1289.91,1402.2,0,3.0,1,52.42,549,DEV-420FC,0
TRX-52151,31.8, ELETRONICOS ,Boleto,Mobile,270.81,509.1,0,36.5,8,50.82,728,DEV-9F52E,0
TRX-52152,23.9,Beleza,Cartao_Credito,Mobile,885.4,539.1,2,85.7,4,-7.0,354,DEV-8C90C,0
TRX-52153,27.7,Beleza,Pix,Mobile,576.89,502.3,1,463.5,3,-279.57,352,DEV-805C6,1
TRX-52154,,Vestuario,Cartao_Credito,Mobile,690.3,1330.2,0,303.7,4,122.13,739,DEV-6910A,0
TRX-52155,42.5,Vestuario,Boleto,Desktop,1231.17,655.3,1,130.2,4,-2.82,573,DEV-EBDD6,0
TRX-52156,42.4,Beleza,Voucher,Desktop,83.86,1669.6,1,22.4,3,-106.66,104,DEV-57D00,0
TRX-52157,38.9, ELETRONICOS ,Cartao_Credito,Mobile,730.2,1713.3,0,33.5,3,-93.15,793,DEV-B00FE,0
TRX-52158,34.3,Vestuario,Cartao_Credito,Mobile,211.32,338.2,1,365.5,4,-192.95,559,DEV-85C62,0
TRX-52159,30.8,eletronicos,Pix,Mobile,150.37,1079.8,2,13.9,5,-59.07,832,DEV-2B5FB,0
TRX-52160,36.6,Vestuario,Cartao_Credito,Desktop,1522.48,1072.4,0,207.5,1,91.96,792,DEV-D31C4,1
TRX-52161,42.7,Vestuario,Cartao_Credito,Desktop,997.11,772.7,0,340.7,4,49.96,171,DEV-C1F2C,0
TRX-52162,46.1,Eletronicos,Voucher,Mobile,272.5,599.5,0,27.2,6,-203.26,627,DEV-CC265,0
TRX-52163,,Eletronicos,Cartao_Credito,Mobile,570.81,1708.0,0,33.9,4,-177.9,733,DEV-26810,0
TRX-52164,34.1,Vestuario,Voucher,Mobile,1081.65,430.2,0,8.3,6,25.61,177,DEV-91259,0
TRX-52165,31.7,Games,Cartao_Credito,Desktop,563.08,1525.7,1,479.9,3,-182.08,111,DEV-D0852,1
TRX-52166,36.4,Eletronicos,Boleto,Desktop,182.69,759.5,1,182.7,6,-42.71,851,DEV-3818C,0
TRX-52167,36.8, ELETRONICOS ,Cartao_Credito,Mobile,874.08,1083.3,0,23.2,4,-81.33,443,DEV-63D46,0
TRX-52168,33.1, ELETRONICOS ,Cartao_Credito,Mobile,951.04,1587.5,0,163.8,3,-199.47,577,DEV-4FC59,1
TRX-52169,43.7, ELETRONICOS ,Pix,Mobile,791.6,981.4,0,147.9,4,264.34,204,DEV-8AB1C,0
TRX-52170,40.2,Vestuario,Pix,Tablet,94.53,620.7,0,43.0,2,-84.44,330,DEV-19016,0
TRX-52171,27.9,Games,Cartao_Credito,Mobile,2127.48,1310.2,0,165.7,5,-81.2,343,DEV-AC879,1
TRX-52172,48.6,Vestuario,Cartao_Credito,Mobile,534.26,390.4,2,235.9,5,-55.44,357,DEV-19CB1,1
TRX-52173,36.3, ELETRONICOS ,Cartao_Credito,Mobile,634.43,802.4,1,162.0,7,-86.86,591,DEV-5A2A8,0
TRX-52174,50.8,Eletronicos,Cartao_Credito,Desktop,203.47,803.8,0,61.3,6,236.77,214,DEV-8FC6A,0
TRX-52175,29.0,Vestuario,Cartao_Credito,Desktop,532.27,1626.2,0,40.1,1,16.32,412,DEV-A98B5,0
TRX-52176,40.7,Eletronicos,Cartao_Credito,Mobile,429.12,1179.7,0,213.6,5,69.67,482,DEV-1C6CA,0
TRX-52177,41.5,Vestuario,Pix,Mobile,528.43,1577.2,0,79.4,2,-46.19,603,DEV-22EEA,0
TRX-52178,30.1,Games,Cartao_Credito,Mobile,1034.29,305.8,0,43.6,6,253.6,493,DEV-C207E,0
TRX-52179,28.7,Beleza,Pix,Mobile,870.95,880.5,0,117.5,2,-78.36,126,DEV-C76D8,0
TRX-52180,33.1,Vestuario,Pix,Mobile,1174.4,191.9,0,413.5,4,-22.89,299,DEV-3DCB7,1
TRX-52181,41.7,Games,Pix,Mobile,227.55,1592.1,0,322.0,4,-88.75,714,DEV-245C8,0
TRX-52182,16.7,Eletronicos,Cartao_Credito,Mobile,144.61,1149.5,1,6.4,5,-244.58,552,DEV-DC6CD,0
TRX-52183,35.0,Vestuario,Boleto,Mobile,,983.0,0,46.1,2,-30.66,565,DEV-19CE0,0
TRX-52184,59.8, ELETRONICOS ,Cartao_Credito,Desktop,917.95,931.0,0,133.6,5,19.88,544,DEV-53635,0
TRX-52185,,Eletronicos,Cartao_Credito,Mobile,444.88,1664.0,0,68.5,4,-97.39,228,DEV-EDFEE,0
TRX-52186,29.7,eletronicos,Cartao_Credito,Desktop,23.66,1776.8,0,121.6,5,-3.84,843,DEV-D304C,0
TRX-52187,49.3,Beleza,Cartao_Credito,SmartTV,772.13,1169.7,1,184.2,3,-24.52,371,DEV-DB98D,0
TRX-52188,25.4, ELETRONICOS ,Cartao_Credito,Mobile,45.43,1437.4,0,49.5,4,-52.02,799,DEV-46721,0
TRX-52189,41.8, ELETRONICOS ,Cartao_Credito,Tablet,86.89,1443.4,3,47.7,2,45.58,570,DEV-C9618,1
TRX-52190,43.3,Vestuario,Boleto,Desktop,275.94,793.3,1,13.9,5,-12.38,422,DEV-667B9,0
TRX-52191,27.9,Eletronicos,Pix,Desktop,69.11,1788.9,0,128.6,2,-98.5,738,DEV-4E532,0
TRX-52192,,Vestuario,Pix,Desktop,308.26,1644.9,0,67.1,0,24.34,662,DEV-6E01D,0
TRX-52193,22.4,Games,Pix,Mobile,651.57,651.1,0,222.9,4,-159.37,381,DEV-A3343,1
TRX-52194,44.7,Eletronicos,Cartao_Credito,Mobile,535.3,856.4,1,23.8,0,-161.66,874,DEV-24FE3,1
TRX-52195,38.9,Games,Voucher,Mobile,1131.48,1356.5,0,169.4,6,-179.65,104,DEV-EAEFB,0
TRX-52196,44.0,Games,Cartao_Credito,Mobile,499.82,1609.1,1,71.1,4,-91.53,473,DEV-2D28F,0
TRX-52197,26.8,Eletronicos,Cartao_Credito,Mobile,414.45,1367.0,0,396.0,5,19.41,439,DEV-B41D3,0
TRX-52198,42.3,eletronicos,Cartao_Credito,Tablet,618.32,1520.4,1,80.7,4,-70.1,265,DEV-880D4,0
TRX-52199,14.9,Eletronicos,Boleto,Mobile,122.82,198.1,0,6.7,3,-108.85,383,DEV-5F39A,0
TRX-52200,49.7,eletronicos,Cartao_Credito,Desktop,2826.27,828.2,1,21.9,3,-96.84,392,DEV-C1FBE,0
TRX-52201,27.1,Vestuario,Boleto,Mobile,951.33,78.8,1,51.6,6,9.85,528,DEV-CAECC,1
TRX-52202,47.0,Vestuario,Pix,Mobile,412.82,1225.5,0,21.6,4,-29.6,799,DEV-C8E89,0
TRX-52203,46.1,Beleza,Cartao_Credito,Desktop,480.85,1643.9,1,1.1,3,-251.01,416,DEV-3F4A0,0
TRX-52204,30.0,Vestuario,Cartao_Credito,Mobile,159.68,1196.0,0,360.3,5,-211.57,189,DEV-E3B09,0
TRX-52205,25.4,Vestuario,Cartao_Credito,Mobile,2074.66,1329.2,3,54.2,6,107.61,326,DEV-9E17D,0
TRX-52206,31.5,Vestuario,Voucher,Desktop,174.92,1394.5,1,11.4,1,-89.48,536,DEV-DB954,0
TRX-52207,43.0,Eletronicos,Pix,Mobile,193.71,1553.6,0,43.3,2,-167.67,802,DEV-3DC97,0
TRX-52208,46.0, ELETRONICOS ,Voucher,Mobile,551.14,230.8,0,561.0,5,218.91,614,DEV-7C039,1
TRX-52209,,Vestuario,Boleto,Mobile,433.44,1711.6,1,210.9,4,138.87,898,DEV-6C71D,0
TRX-52210,47.4,Vestuario,Cartao_Credito,Tablet,1241.77,1217.8,1,241.6,6,55.86,363,DEV-C8928,1
TRX-52211,39.1,Beleza,Pix,Tablet,454.39,27.0,1,337.7,5,51.48,699,DEV-B59C0,0
TRX-52212,23.7,Vestuario,Pix,Mobile,3183.51,915.4,2,155.9,3,65.98,209,DEV-A37BD,1
TRX-52213,45.8,Vestuario,Cartao_Credito,Mobile,522.2,574.6,0,164.3,1,-36.59,556,DEV-E5DB3,0
TRX-52214,,Eletronicos,Cartao_Credito,Desktop,800.19,127.3,1,364.0,3,-121.37,945,DEV-CA65F,1
TRX-52215,27.8,Eletronicos,Boleto,Mobile,4435.27,934.3,2,158.4,0,-149.91,254,DEV-DF26B,1
TRX-52216,38.0,Eletronicos,Cartao_Credito,Mobile,646.92,120.7,1,30.2,2,-49.06,346,DEV-68A61,1
TRX-52217,32.6,Eletronicos,Cartao_Credito,Desktop,27.9,311.7,0,421.9,5,84.4,217,DEV-E5CC1,1
TRX-52218,29.3,Games,Boleto,Mobile,584.14,117.3,1,8.5,3,-106.3,984,DEV-98BA6,0
TRX-52219,52.8,Vestuario,Cartao_Credito,Mobile,1097.99,1015.9,0,266.4,3,-60.88,880,DEV-87E6C,0
TRX-52220,36.1,Vestuario,Cartao_Credito,Desktop,,150.1,1,55.5,1,-171.12,503,DEV-B06FD,0
TRX-52221,42.7, ELETRONICOS ,Boleto,Mobile,310.55,1062.0,1,55.8,3,272.66,158,DEV-ED968,1
TRX-52222,31.2, ELETRONICOS ,Cartao_Credito,Mobile,642.45,1209.6,0,6.1,2,-201.65,987,DEV-C426E,0
TRX-52223,49.0,Eletronicos,Boleto,Tablet,9999999.0,1306.5,0,26.2,2,-76.68,316,DEV-F3B21,0
TRX-52224,,Eletronicos,Cartao_Credito,Mobile,601.35,1301.5,1,253.3,4,-73.05,688,DEV-F3EA1,0
TRX-52225,21.5,Eletronicos,Cartao_Credito,Mobile,631.87,1560.9,2,397.7,3,-320.78,357,DEV-BE722,1
TRX-52226,36.1,Games,Pix,Mobile,933.89,1474.0,0,46.3,4,22.3,500,DEV-220CE,0
TRX-52227,42.5,Eletronicos,Pix,Mobile,97.06,1440.0,1,23.8,4,22.24,215,DEV-79D64,0
TRX-52228,32.2,Eletronicos,Pix,SmartTV,64.57,346.6,1,32.0,8,-281.41,216,DEV-B44F7,0
TRX-52229,,Games,Cartao_Credito,Mobile,369.92,699.9,2,391.5,1,-118.08,410,DEV-A9DEE,1
TRX-52230,45.8,Vestuario,Cartao_Credito,Mobile,433.83,347.5,0,202.2,2,35.6,304,DEV-1C5D8,0
TRX-52231,36.9,Vestuario,Boleto,Desktop,1158.15,1621.9,0,80.2,2,-54.37,354,DEV-D2D94,0
TRX-52232,45.2,Eletronicos,Boleto,Mobile,178.24,596.1,0,106.7,2,52.92,929,DEV-856AB,0
TRX-52233,32.4,Vestuario,Boleto,Tablet,560.08,1197.7,0,154.4,4,7.54,206,DEV-3639A,0
TRX-52234,27.1,Eletronicos,Boleto,Mobile,,827.4,0,118.9,3,-187.64,257,DEV-83849,0
TRX-52235,24.1,Vestuario,Boleto,Mobile,182.24,889.2,1,97.5,5,14.27,619,DEV-C3C28,0
TRX-52236,42.1,Vestuario,Cartao_Credito,Desktop,1558.79,1712.5,0,288.7,4,-180.08,692,DEV-D4212,0
TRX-52237,22.3,Eletronicos,Cartao_Credito,Mobile,344.67,654.1,1,167.8,6,259.03,794,DEV-B2C7C,0
TRX-52238,41.0,Eletronicos,Boleto,Mobile,43.87,265.9,2,513.9,6,-70.4,247,DEV-60AA4,1
TRX-52239,53.1,Vestuario,Cartao_Credito,Mobile,216.52,1164.2,1,94.4,2,-194.64,582,DEV-5BBA3,0
TRX-52240,34.1,Beleza,Cartao_Credito,Desktop,2840.59,964.8,0,480.2,3,2.17,314,DEV-21E66,1
TRX-52241,45.2,Eletronicos,Pix,Mobile,81.64,18.1,2,120.6,3,206.17,692,DEV-81667,0
TRX-52242,,Games,Voucher,Mobile,1060.59,1161.8,0,88.6,4,75.16,359,DEV-239C8,0
TRX-52243,37.4,Eletronicos,Pix,Desktop,388.81,667.8,0,245.9,1,165.42,725,DEV-29E76,0
TRX-52244,55.3,Eletronicos,Cartao_Credito,Desktop,626.21,271.3,1,64.9,4,-39.71,713,DEV-D72DD,0
TRX-52245,32.6, ELETRONICOS ,Cartao_Credito,Mobile,246.47,397.8,0,427.9,4,-265.59,375,DEV-8BE13,1
TRX-52246,44.2,Eletronicos,Boleto,Desktop,270.54,1179.7,0,143.7,2,76.54,129,DEV-41272,0
TRX-52247,37.8,Eletronicos,Cartao_Credito,Desktop,331.81,723.1,0,13.2,5,-2.45,192,DEV-DE93A,0
TRX-52248,17.8,Games,Boleto,Mobile,215.44,1491.7,3,9.0,1,-143.66,459,DEV-26055,0
TRX-52249,46.5,Eletronicos,Cartao_Credito,Mobile,790.11,194.8,0,480.1,4,-133.05,221,DEV-96189,1
TRX-52250,36.6,Eletronicos,Pix,Mobile,406.26,1502.9,0,66.5,3,-131.13,153,DEV-D9778,0
TRX-52251,47.9, ELETRONICOS ,Cartao_Credito,Mobile,174.42,1093.3,1,266.9,1,25.93,158,DEV-49D05,0
TRX-52252,39.5,Eletronicos,Cartao_Credito,Desktop,104.58,1537.2,0,62.3,5,175.1,240,DEV-4B2BE,0
TRX-52253,38.1,Eletronicos,Boleto,Mobile,1385.55,1411.7,1,170.4,3,-116.87,824,DEV-99D73,1
TRX-52254,15.0,eletronicos,Cartao_Credito,Mobile,585.09,1115.6,0,44.9,4,43.56,955,DEV-EA742,0
TRX-52255,53.5,Eletronicos,Cartao_Credito,Desktop,1110.62,1075.7,1,37.0,1,-167.71,532,DEV-A74BB,0
TRX-52256,36.8,eletronicos,Cartao_Credito,Mobile,571.56,403.8,1,47.6,4,163.89,730,DEV-63294,0
TRX-52257,34.5,Vestuario,Boleto,Mobile,570.71,466.8,0,334.0,2,-236.46,881,DEV-2A040,1
TRX-52258,,Vestuario,Cartao_Credito,Desktop,130.07,1643.6,0,306.1,1,177.7,655,DEV-DCFC5,1
TRX-52259,46.6,Vestuario,Boleto,Desktop,1276.27,322.8,0,76.0,3,16.37,255,DEV-CAB29,0
TRX-52260,19.1,Games,Boleto,Desktop,342.72,1783.1,0,128.1,2,99.42,175,DEV-CB02C,0
TRX-52261,49.6, ELETRONICOS ,Pix,Mobile,669.57,1482.5,0,301.7,2,66.86,423,DEV-20A36,0
TRX-52262,40.6,Beleza,Cartao_Credito,Mobile,463.04,1091.1,1,10.7,3,-24.52,103,DEV-D4AFE,0
TRX-52263,44.1,Eletronicos,Cartao_Credito,Mobile,1101.55,1499.1,1,7.2,1,71.86,704,DEV-C3461,1
TRX-52264,48.8,Eletronicos,Cartao_Credito,Desktop,102.09,838.4,2,171.9,1,-9.79,935,DEV-A078C,1
TRX-52265,31.1,Games,Pix,Desktop,727.56,1375.3,0,160.1,4,78.08,548,DEV-E36B3,0
TRX-52266,, ELETRONICOS ,Cartao_Credito,Mobile,146.54,408.8,0,135.0,7,8.2,661,DEV-2DE8A,0
TRX-52267,38.7,eletronicos,Pix,Desktop,329.88,335.3,0,21.7,3,127.21,710,DEV-703F8,0
TRX-52268,,Eletronicos,Cartao_Credito,Desktop,42.72,833.0,0,105.3,6,20.29,801,DEV-1B3FA,0
TRX-52269,26.3,eletronicos,Boleto,Desktop,1042.84,1367.6,1,414.9,5,-6.57,970,DEV-F11B0,1
TRX-52270,35.6,Eletronicos,Cartao_Credito,Mobile,27.29,964.6,1,60.1,4,-78.02,141,DEV-486C8,0
TRX-52271,14.4,Games,Boleto,Desktop,960.4,1317.9,0,103.0,5,175.4,340,DEV-94E6E,0
TRX-52272,34.4, ELETRONICOS ,Cartao_Credito,Mobile,492.81,1543.9,0,235.4,4,-127.31,466,DEV-68D41,0
TRX-52273,42.1,Vestuario,Cartao_Credito,Desktop,443.51,865.0,1,162.8,4,93.52,618,DEV-BD0A2,0
TRX-52274,29.0,Games,Cartao_Credito,SmartTV,388.35,1073.7,2,189.3,3,72.6,343,DEV-52C78,1
TRX-52275,21.4,Beleza,Cartao_Credito,Desktop,1145.33,559.1,2,99.0,2,164.28,758,DEV-85E9F,1
TRX-52276,40.7,Beleza,Pix,Mobile,421.3,1343.0,0,14.4,3,64.57,834,DEV-9BEB0,0
TRX-52277,38.7,Beleza,Cartao_Credito,Mobile,741.31,1575.5,0,7.5,4,-207.94,717,DEV-9FA4A,0
TRX-52278,48.0,eletronicos,Pix,Mobile,413.36,442.1,2,89.0,2,42.18,639,DEV-563C4,0
TRX-52279,36.1, ELETRONICOS ,Cartao_Credito,Mobile,1886.31,1082.3,1,219.4,4,-129.0,838,DEV-8415D,1
TRX-52280,52.6,Games,Cartao_Credito,Mobile,1737.6,1175.8,2,373.5,5,201.9,645,DEV-974DC,1
TRX-52281,52.4,Eletronicos,Cartao_Credito,Desktop,272.7,237.0,1,200.2,4,103.78,856,DEV-18F59,0
